account_age_days,previous_orders,previous_returns,return_rate,previous_refund_count,previous_refund_amount,average_order_value,refund_to_order_ratio,orders_last_24h,returns_last_7d,returns_last_30d,refunds_last_30d,current_order_amount,current_return_amount,return_to_order_ratio,days_to_return,same_reason_count,unique_return_reasons,return_frequency,return_gap_days,high_value_return_flag,device_linked_accounts,address_linked_accounts,potentially_abusive,return_id,customer_id
266,9,0,0.0,0,0.0,6978.53,0.0,0,0,0,0,770.62,770.62,1.0,11,0,0,0.0,266,0,1,1,0,RET002921,CUST02407
55,9,2,0.2222,0,0.0,9050.82,0.0,0,0,2,0,1748.67,1748.67,1.0,2,0,2,1.0909,20,0,1,4,1,RET002922,CUST02411
58,9,3,0.3333,0,0.0,9050.82,0.0,0,1,2,0,5197.83,5197.83,1.0,12,0,3,1.5517,3,0,1,4,1,RET002923,CUST02411
79,11,4,0.3636,0,0.0,10220.16,0.0,0,0,2,0,12866.39,12866.39,1.0,12,1,4,1.519,21,0,1,4,1,RET002924,CUST02411
35,5,1,0.2,0,0.0,12350.62,0.0,0,0,1,0,32163.21,32163.21,1.0,11,0,1,0.8571,8,1,1,4,0,RET002925,CUST02411
27,3,0,0.0,0,0.0,19851.87,0.0,0,0,0,0,2274.13,2274.13,1.0,8,0,0,0.0,27,0,1,4,0,RET002926,CUST02411
92,2,0,0.0,0,0.0,2366.64,0.0,0,0,0,0,2110.72,2110.72,1.0,10,0,0,0.0,92,0,1,1,0,RET002927,CUST02412
316,1,0,0.0,0,0.0,5065.15,0.0,0,0,0,0,5065.15,5065.15,1.0,21,0,0,0.0,316,0,1,1,0,RET002928,CUST02415
461,5,1,0.2,1,5065.15,7947.25,0.1275,0,0,0,0,28171.91,14331.61,0.5087,15,0,1,0.0651,145,0,1,1,0,RET002929,CUST02415
25,9,0,0.0,0,0.0,11986.03,0.0,1,0,0,0,16236.67,16236.67,1.0,6,0,0,0.0,25,0,1,1,0,RET002930,CUST02418
43,16,3,0.1875,1,16236.67,9979.38,0.1017,1,0,3,1,2038.04,2038.04,1.0,7,2,2,2.093,8,0,1,1,1,RET002931,CUST02418
28,13,1,0.0769,1,16236.67,9777.94,0.1277,1,1,1,1,17437.89,17437.89,1.0,11,0,1,1.0714,3,0,1,1,1,RET002932,CUST02418
55,16,4,0.25,1,16236.67,9979.38,0.1017,0,0,4,1,1337.09,826.88,0.6184,13,3,2,2.1818,12,0,1,1,0,RET002933,CUST02418
35,13,2,0.1538,1,16236.67,9777.94,0.1277,0,1,2,1,14087.93,14087.93,1.0,10,1,2,1.7143,7,0,1,1,1,RET002934,CUST02418
326,7,0,0.0,0,0.0,4520.11,0.0,0,0,0,0,3829.41,3829.41,1.0,12,0,0,0.0,326,0,1,4,0,RET002935,CUST02423
22,2,0,0.0,0,0.0,11087.39,0.0,0,0,0,0,1437.7,1437.7,1.0,5,0,0,0.0,22,0,1,1,0,RET002936,CUST02424
53,4,2,0.5,1,20737.07,7081.23,0.7321,0,0,1,1,2063.77,2063.77,1.0,3,2,1,1.1321,30,0,1,1,1,RET002937,CUST02424
23,2,1,0.5,0,0.0,11087.39,0.0,0,1,1,0,20737.07,20737.07,1.0,9,1,1,1.3043,1,0,1,1,0,RET002938,CUST02424
509,8,0,0.0,0,0.0,4694.76,0.0,0,0,0,0,5026.54,5026.54,1.0,28,0,0,0.0,509,0,1,4,0,RET002939,CUST02425
164,1,0,0.0,0,0.0,4042.68,0.0,0,0,0,0,4042.68,4042.68,1.0,14,0,0,0.0,164,0,1,1,0,RET002940,CUST02426
292,13,1,0.0769,0,0.0,12091.37,0.0,0,1,1,0,2416.79,2416.79,1.0,2,0,1,0.1027,5,0,5,1,0,RET002941,CUST02429
287,12,0,0.0,0,0.0,12897.58,0.0,0,0,0,0,9434.55,9434.55,1.0,14,0,0,0.0,287,0,5,1,0,RET002942,CUST02429
308,14,2,0.1429,1,9434.55,11400.44,0.0591,0,0,2,1,2418.35,2418.35,1.0,4,1,2,0.1948,16,0,5,1,0,RET002943,CUST02429
67,5,2,0.4,2,17751.85,4923.7,0.7211,0,1,2,2,3105.55,3105.55,1.0,6,0,2,0.8955,3,0,5,1,1,RET002944,CUST02431
64,5,1,0.2,1,13965.18,4923.7,0.5673,0,0,1,1,4752.99,3786.67,0.7967,11,0,1,0.4688,19,0,5,1,1,RET002945,CUST02431
45,2,0,0.0,0,0.0,7209.87,0.0,0,0,0,0,13965.18,13965.18,1.0,20,0,0,0.0,45,0,5,1,0,RET002946,CUST02431
378,5,0,0.0,0,0.0,2213.6,0.0,0,0,0,0,1100.84,548.54,0.4983,17,0,0,0.0,378,0,1,1,0,RET002947,CUST02434
125,5,0,0.0,0,0.0,3397.57,0.0,0,0,0,0,1558.34,1558.34,1.0,26,0,0,0.0,125,0,5,1,0,RET002948,CUST02435
247,1,0,0.0,0,0.0,4468.04,0.0,0,0,0,0,4468.04,1989.22,0.4452,7,0,0,0.0,247,0,1,1,0,RET002949,CUST02436
406,5,1,0.2,0,0.0,2886.55,0.0,0,0,0,0,2173.21,2173.21,1.0,14,0,1,0.0739,159,0,1,1,0,RET002950,CUST02436
103,2,0,0.0,0,0.0,1167.05,0.0,0,0,0,0,773.5,773.5,1.0,10,0,0,0.0,103,0,1,1,0,RET002951,CUST02437
116,6,0,0.0,0,0.0,5712.86,0.0,0,0,0,0,2142.78,2142.78,1.0,26,0,0,0.0,116,0,3,1,0,RET002952,CUST02440
34,13,3,0.2308,2,4987.91,7439.7,0.0516,0,1,3,2,1622.38,1622.38,1.0,5,2,2,2.6471,3,0,1,1,1,RET002953,CUST02446
24,9,0,0.0,0,0.0,4815.48,0.0,1,0,0,0,3585.87,3585.87,1.0,3,0,0,0.0,24,0,1,1,0,RET002954,CUST02446
31,13,2,0.1538,2,4987.91,7439.7,0.0516,0,2,2,2,24168.79,24168.79,1.0,7,1,2,1.9355,6,1,1,1,1,RET002955,CUST02446
25,10,1,0.1,0,0.0,6750.81,0.0,1,1,1,0,1503.08,1503.08,1.0,10,0,1,1.2,1,0,1,1,0,RET002956,CUST02446
357,3,0,0.0,0,0.0,1274.6,0.0,1,0,0,0,520.79,520.79,1.0,16,0,0,0.0,357,0,1,1,0,RET002957,CUST02447
37,1,0,0.0,0,0.0,24478.31,0.0,0,0,0,0,24478.31,24478.31,1.0,24,0,0,0.0,37,0,1,1,0,RET002958,CUST02453
127,3,0,0.0,0,0.0,11415.38,0.0,0,0,0,0,2766.83,1482.71,0.5359,13,0,0,0.0,127,0,1,1,0,RET002959,CUST02456
24,11,6,0.5455,4,38341.62,5647.95,0.6171,1,2,6,4,655.48,655.48,1.0,13,0,4,7.5,5,0,1,3,1,RET002960,CUST02461
10,6,0,0.0,0,0.0,4068.58,0.0,0,0,0,0,1192.61,1192.61,1.0,5,0,0,0.0,10,0,1,3,0,RET002961,CUST02461
15,9,3,0.3333,1,1192.61,6440.89,0.0206,0,3,3,1,32456.6,32456.6,1.0,5,1,3,6.0,1,1,1,3,1,RET002962,CUST02461
11,7,1,0.1429,0,0.0,8124.01,0.0,1,1,1,0,748.3,681.81,0.9111,4,0,1,2.7273,1,0,1,3,0,RET002963,CUST02461
19,9,5,0.5556,2,1734.38,6440.89,0.0299,0,3,5,2,444.41,444.41,1.0,6,1,4,7.8947,1,0,1,3,1,RET002964,CUST02461
14,9,2,0.2222,1,1192.61,6440.89,0.0206,1,2,2,1,3103.53,2590.23,0.8346,13,0,2,4.2857,3,0,1,3,0,RET002965,CUST02461
27,11,7,0.6364,5,40931.85,5647.95,0.6588,0,1,7,5,1844.54,1637.33,0.8877,5,2,5,7.7778,3,0,1,3,1,RET002966,CUST02461
58,16,8,0.5,7,42884.16,6690.29,0.4006,0,0,0,2,3133.76,3133.76,1.0,12,3,5,4.1379,31,0,1,3,1,RET002967,CUST02461
18,9,4,0.4444,1,1192.61,6440.89,0.0206,0,3,4,1,4150.64,4150.64,1.0,14,0,3,6.6667,3,0,1,3,1,RET002968,CUST02461
57,3,0,0.0,0,0.0,9138.8,0.0,0,0,0,0,1240.37,1240.37,1.0,14,0,0,0.0,57,0,1,1,0,RET002969,CUST02462
112,6,1,0.1667,1,1240.37,6530.57,0.0317,0,0,0,0,3304.87,3304.87,1.0,23,0,1,0.2679,55,0,1,1,0,RET002970,CUST02462
29,9,0,0.0,0,0.0,6013.02,0.0,0,0,0,0,1719.04,1719.04,1.0,2,0,0,0.0,29,0,1,1,0,RET002971,CUST02463
30,10,1,0.1,0,0.0,5584.62,0.0,1,1,1,0,1728.97,1639.61,0.9483,1,1,1,1.0,1,0,1,1,0,RET002972,CUST02463
54,3,0,0.0,0,0.0,2299.1,0.0,0,0,0,0,2518.61,2518.61,1.0,26,0,0,0.0,54,0,1,1,0,RET002973,CUST02470
12,5,0,0.0,0,0.0,7811.05,0.0,1,0,0,0,1955.67,1955.67,1.0,4,0,0,0.0,12,0,1,1,0,RET002974,CUST02471
21,6,1,0.1667,0,0.0,7081.95,0.0,0,0,1,0,1180.43,1180.43,1.0,14,0,1,1.4286,9,0,1,1,0,RET002975,CUST02471
262,6,0,0.0,0,0.0,7643.95,0.0,0,0,0,0,804.4,804.4,1.0,26,0,0,0.0,262,0,1,1,0,RET002976,CUST02472
17,2,0,0.0,0,0.0,9750.32,0.0,0,0,0,0,18412.07,18412.07,1.0,10,0,0,0.0,17,0,1,1,0,RET002977,CUST02473
25,6,2,0.3333,0,0.0,9860.65,0.0,0,1,2,0,15450.11,15450.11,1.0,6,0,1,2.4,3,0,1,1,0,RET002978,CUST02473
22,6,1,0.1667,0,0.0,9860.65,0.0,0,1,1,0,1088.57,1088.57,1.0,13,1,1,1.3636,5,0,1,1,0,RET002979,CUST02473
291,4,0,0.0,0,0.0,3419.76,0.0,0,0,0,0,6891.39,6891.39,1.0,7,0,0,0.0,291,1,1,1,0,RET002980,CUST02474
89,7,0,0.0,0,0.0,3955.6,0.0,0,0,0,0,2513.67,2513.67,1.0,2,0,0,0.0,89,0,1,1,0,RET002981,CUST02475
145,14,2,0.1429,2,12998.95,7850.91,0.1183,0,0,1,1,683.06,683.06,1.0,3,0,2,0.4138,24,0,1,1,0,RET002982,CUST02475
121,10,1,0.1,1,1485.11,6020.66,0.0247,0,0,0,1,11513.84,11513.84,1.0,3,0,1,0.2479,32,0,1,1,0,RET002983,CUST02475
126,8,0,0.0,0,0.0,7261.11,0.0,0,0,0,0,3607.72,3607.72,1.0,26,0,0,0.0,126,0,1,2,0,RET002984,CUST02477
19,5,0,0.0,0,0.0,3193.53,0.0,0,0,0,0,4000.0,3448.88,0.8622,13,0,0,0.0,19,0,1,1,0,RET002985,CUST02480
282,4,0,0.0,0,0.0,2744.81,0.0,0,0,0,0,699.48,329.65,0.4713,14,0,0,0.0,282,0,1,1,0,RET002986,CUST02482
231,4,1,0.25,1,2557.19,14792.69,0.0432,0,0,0,0,55000.0,55000.0,1.0,21,0,1,0.1299,63,1,1,1,0,RET002987,CUST02483
168,2,0,0.0,0,0.0,1720.64,0.0,0,0,0,0,2986.29,2557.19,0.8563,27,0,0,0.0,168,0,1,1,0,RET002988,CUST02483
201,4,0,0.0,0,0.0,4654.2,0.0,0,0,0,0,833.35,833.35,1.0,16,0,0,0.0,201,0,1,1,0,RET002989,CUST02486
249,2,0,0.0,0,0.0,11720.65,0.0,0,0,0,0,22558.67,22558.67,1.0,19,0,0,0.0,249,0,1,1,0,RET002990,CUST02489
308,1,0,0.0,0,0.0,3280.46,0.0,0,0,0,0,3280.46,3280.46,1.0,3,0,0,0.0,308,0,1,1,0,RET002991,CUST02492
32,9,4,0.4444,0,0.0,4603.31,0.0,0,3,4,0,1521.53,650.98,0.4278,3,1,3,3.75,3,0,5,1,1,RET002992,CUST02494
39,15,5,0.3333,2,4368.63,3598.79,0.0809,1,1,5,2,1866.58,1866.58,1.0,4,2,3,3.8462,7,0,5,1,1,RET002993,CUST02494
29,6,3,0.5,0,0.0,4358.24,0.0,0,2,3,0,2629.06,1580.05,0.601,7,0,2,3.1034,2,0,5,1,1,RET002994,CUST02494
27,6,1,0.1667,0,0.0,4358.24,0.0,0,1,1,0,14648.23,12849.95,0.8772,3,1,1,1.1111,6,1,5,1,0,RET002995,CUST02494
21,3,0,0.0,0,0.0,2490.36,0.0,0,0,0,0,2788.58,2788.58,1.0,2,0,0,0.0,21,0,5,1,0,RET002996,CUST02494
40,15,7,0.4667,3,17218.58,3598.79,0.319,0,2,7,3,293.1,293.1,1.0,3,2,4,5.25,1,0,5,1,1,RET002997,CUST02494
39,15,5,0.3333,2,4368.63,3598.79,0.0809,1,1,5,2,11674.08,11674.08,1.0,9,0,3,3.8462,7,1,5,1,1,RET002998,CUST02494
27,6,1,0.1667,0,0.0,4358.24,0.0,0,1,1,0,3195.45,3195.45,1.0,14,0,1,1.1111,6,0,5,1,0,RET002999,CUST02494
346,7,0,0.0,0,0.0,2308.98,0.0,0,0,0,0,766.33,766.33,1.0,17,0,0,0.0,346,0,1,1,0,RET003000,CUST02495
172,1,0,0.0,0,0.0,861.67,0.0,0,0,0,0,861.67,696.26,0.808,10,0,0,0.0,172,0,1,1,0,RET003001,CUST02497
276,6,1,0.1667,0,0.0,3208.09,0.0,0,0,0,0,7823.18,3579.77,0.4576,25,0,1,0.1087,104,0,1,1,0,RET003002,CUST02497
28,14,4,0.2857,1,1085.26,4303.25,0.018,2,2,4,1,4383.71,3454.22,0.788,6,0,4,4.2857,1,0,1,1,1,RET003003,CUST02499
32,14,5,0.3571,1,1085.26,4303.25,0.018,0,2,5,1,12651.31,12651.31,1.0,5,1,5,4.6875,4,1,1,1,1,RET003004,CUST02499
35,14,6,0.4286,1,1085.26,4303.25,0.018,0,2,6,1,4312.01,4312.01,1.0,12,2,5,5.1429,3,0,1,1,1,RET003005,CUST02499
24,12,2,0.1667,1,1085.26,3912.47,0.0231,2,0,2,1,6024.17,6024.17,1.0,10,0,2,2.5,10,0,1,1,1,RET003006,CUST02499
38,15,7,0.4667,3,14211.74,4120.24,0.2299,0,2,6,3,1558.13,1558.13,1.0,3,3,5,5.5263,3,0,1,1,1,RET003007,CUST02499
14,3,1,0.3333,0,0.0,1627.54,0.0,1,1,1,0,1085.26,1085.26,1.0,9,0,1,2.1429,7,0,1,1,0,RET003008,CUST02499
27,12,3,0.25,1,1085.26,3912.47,0.0231,0,1,3,1,475.17,475.17,1.0,13,0,3,3.3333,3,0,1,1,1,RET003009,CUST02499
55,17,8,0.4706,4,15769.87,3824.61,0.2425,0,0,5,3,1367.62,1367.62,1.0,12,4,5,4.3636,17,0,1,1,1,RET003010,CUST02499
7,2,0,0.0,0,0.0,1940.36,0.0,0,0,0,0,2795.47,2795.47,1.0,3,0,0,0.0,7,0,1,1,1,RET003011,CUST02499
49,2,0,0.0,0,0.0,7990.44,0.0,0,0,0,0,13560.86,13560.86,1.0,4,0,0,0.0,49,0,1,1,0,RET003012,CUST02504
79,8,0,0.0,0,0.0,1463.5,0.0,0,0,0,0,1788.83,1788.83,1.0,18,0,0,0.0,79,0,1,1,0,RET003013,CUST02507
107,5,0,0.0,0,0.0,8345.59,0.0,0,0,0,0,9582.32,9582.32,1.0,10,0,0,0.0,107,0,1,1,0,RET003014,CUST02514
150,1,0,0.0,0,0.0,1394.95,0.0,0,0,0,0,1394.95,1394.95,1.0,5,0,0,0.0,150,0,1,1,0,RET003015,CUST02515
297,3,0,0.0,0,0.0,4312.93,0.0,0,0,0,0,1382.36,1382.36,1.0,10,0,0,0.0,297,0,1,1,0,RET003016,CUST02517
359,6,1,0.1667,1,1382.36,4178.64,0.0551,0,0,0,0,2714.81,2714.81,1.0,15,0,1,0.0836,62,0,1,1,0,RET003017,CUST02517
36,4,0,0.0,0,0.0,5888.07,0.0,0,0,0,0,1518.06,1518.06,1.0,5,0,0,0.0,36,0,1,1,0,RET003018,CUST02519
151,14,3,0.2143,1,830.6,14247.28,0.0042,0,0,1,0,30394.87,30394.87,1.0,12,1,3,0.596,21,1,1,1,0,RET003019,CUST02519
130,12,2,0.1667,1,830.6,13698.08,0.0051,0,0,0,0,26047.74,26047.74,1.0,9,0,2,0.4615,35,0,1,1,0,RET003020,CUST02519
95,8,1,0.125,1,830.6,9641.24,0.0108,0,0,0,0,895.26,895.26,1.0,4,0,1,0.3158,59,0,1,1,0,RET003021,CUST02519
414,6,0,0.0,0,0.0,5942.16,0.0,0,0,0,0,1303.34,1063.53,0.816,29,0,0,0.0,414,0,1,1,0,RET003022,CUST02520
95,8,0,0.0,0,0.0,2306.36,0.0,0,0,0,0,2304.58,2304.58,1.0,26,0,0,0.0,95,0,1,1,0,RET003023,CUST02522
103,9,1,0.1111,0,0.0,4408.47,0.0,0,0,1,0,638.4,638.4,1.0,28,0,1,0.2913,8,0,1,1,0,RET003024,CUST02522
8,2,0,0.0,0,0.0,1174.62,0.0,0,0,0,0,960.51,644.86,0.6714,2,0,0,0.0,8,0,3,1,0,RET003025,CUST02523
126,2,0,0.0,0,0.0,3254.59,0.0,0,0,0,0,509.19,509.19,1.0,13,0,0,0.0,126,0,1,1,0,RET003026,CUST02526
294,5,1,0.2,0,0.0,2525.03,0.0,0,0,0,0,381.71,381.71,1.0,12,0,1,0.102,168,0,1,1,0,RET003027,CUST02526
122,3,0,0.0,0,0.0,13266.65,0.0,0,0,0,0,26565.82,26565.82,1.0,25,0,0,0.0,122,1,1,1,0,RET003028,CUST02528
91,4,0,0.0,0,0.0,6099.62,0.0,0,0,0,0,482.85,482.85,1.0,20,0,0,0.0,91,0,1,1,0,RET003029,CUST02529
300,8,1,0.125,1,314.53,8491.2,0.0046,1,0,1,1,17962.08,17962.08,1.0,1,0,1,0.1,23,1,5,4,0,RET003030,CUST02530
277,6,0,0.0,0,0.0,8214.64,0.0,0,0,0,0,314.53,314.53,1.0,14,0,0,0.0,277,0,5,4,0,RET003031,CUST02530
384,12,2,0.1667,2,18276.61,6469.19,0.2354,0,0,0,0,1966.96,1966.96,1.0,8,0,2,0.1562,84,0,5,4,0,RET003032,CUST02530
84,1,0,0.0,0,0.0,3398.22,0.0,0,0,0,0,3398.22,3398.22,1.0,15,0,0,0.0,84,0,1,1,0,RET003033,CUST02531
313,2,0,0.0,0,0.0,1743.8,0.0,0,0,0,0,2306.73,2306.73,1.0,30,0,0,0.0,313,0,1,1,0,RET003034,CUST02533
116,4,0,0.0,0,0.0,2460.07,0.0,1,0,0,0,1033.51,1033.51,1.0,8,0,0,0.0,116,0,1,1,0,RET003035,CUST02536
164,4,1,0.25,0,0.0,5125.59,0.0,0,0,0,0,1955.5,1955.5,1.0,11,0,1,0.1829,44,0,1,1,0,RET003036,CUST02538
120,1,0,0.0,0,0.0,4320.85,0.0,0,0,0,0,4320.85,4320.85,1.0,20,0,0,0.0,120,0,1,1,0,RET003037,CUST02538
11,3,0,0.0,0,0.0,10221.91,0.0,0,0,0,0,20130.38,20130.38,1.0,3,0,0,0.0,11,0,1,1,0,RET003038,CUST02540
19,6,1,0.1667,1,20130.38,9663.19,0.3472,1,0,1,1,17637.13,12376.26,0.7017,4,0,1,1.5789,8,0,1,1,1,RET003039,CUST02540
46,8,2,0.25,1,20130.38,7865.01,0.3199,0,0,1,0,1604.41,1604.41,1.0,10,1,2,1.3043,27,0,1,1,1,RET003040,CUST02540
107,14,6,0.4286,5,34506.73,6034.77,0.4084,1,1,1,2,869.6,869.6,1.0,14,0,4,1.6822,1,0,3,1,1,RET003041,CUST02541
14,1,0,0.0,0,0.0,1578.59,0.0,0,0,0,0,1578.59,1578.59,1.0,9,0,0,0.0,14,0,3,1,0,RET003042,CUST02541
66,8,2,0.25,2,2001.52,5619.84,0.0445,0,0,0,0,14575.37,14575.37,1.0,12,0,2,0.9091,35,1,3,1,0,RET003043,CUST02541
106,13,5,0.3846,5,34506.73,5768.69,0.4601,0,0,0,2,10092.62,10092.62,1.0,4,2,4,1.4151,31,0,3,1,1,RET003044,CUST02541
75,9,4,0.4444,3,16576.89,6812.27,0.2704,1,1,2,1,16351.71,16351.71,1.0,1,0,3,1.6,5,1,3,1,1,RET003045,CUST02541
70,8,3,0.375,2,2001.52,5619.84,0.0445,0,1,1,0,1578.13,1578.13,1.0,9,1,3,1.2857,4,0,3,1,1,RET003046,CUST02541
31,3,1,0.3333,1,1578.59,1087.57,0.4838,1,0,1,1,422.93,422.93,1.0,8,0,1,0.9677,17,0,3,1,1,RET003047,CUST02541
336,9,1,0.1111,0,0.0,13440.21,0.0,0,0,0,0,12756.12,12756.12,1.0,9,0,1,0.0893,140,0,1,1,0,RET003048,CUST02542
196,1,0,0.0,0,0.0,22844.07,0.0,0,0,0,0,22844.07,22844.07,1.0,2,0,0,0.0,196,0,1,1,0,RET003049,CUST02542
160,4,0,0.0,0,0.0,1849.32,0.0,0,0,0,0,1391.08,1391.08,1.0,29,0,0,0.0,160,0,1,1,0,RET003050,CUST02546
38,10,2,0.2,1,2475.91,7003.77,0.0354,2,1,2,1,2832.6,2832.6,1.0,2,0,2,1.5789,3,0,1,1,0,RET003051,CUST02549
35,7,1,0.1429,1,2475.91,7111.52,0.0497,0,0,1,1,1324.1,1324.1,1.0,13,0,1,0.8571,18,0,1,1,0,RET003052,CUST02549
44,11,3,0.2727,3,6246.48,6527.12,0.087,0,1,3,3,2076.25,2076.25,1.0,12,1,3,2.0455,6,0,1,1,1,RET003053,CUST02549
95,15,4,0.2667,4,8322.73,5686.74,0.0976,0,0,0,0,10547.47,10547.47,1.0,12,1,3,1.2632,51,0,1,1,0,RET003054,CUST02549
17,1,0,0.0,0,0.0,2475.91,0.0,0,0,0,0,2475.91,2475.91,1.0,12,0,0,0.0,17,0,1,1,0,RET003055,CUST02549
41,6,3,0.5,2,29278.6,6146.57,0.7939,1,0,3,2,441.24,441.24,1.0,4,1,3,2.1951,14,0,3,1,1,RET003056,CUST02550
55,8,4,0.5,3,29719.84,5403.08,0.6876,0,0,2,2,4460.4,4460.4,1.0,13,0,3,2.1818,14,0,3,1,1,RET003057,CUST02550
14,1,0,0.0,0,0.0,2475.73,0.0,0,0,0,0,2475.73,1738.24,0.7021,10,0,0,0.0,14,0,3,1,0,RET003058,CUST02550
27,3,2,0.6667,2,29278.6,10600.9,0.9206,1,0,2,2,1786.61,1786.61,1.0,1,0,2,2.2222,8,0,3,1,1,RET003059,CUST02550
19,2,1,0.5,0,0.0,15008.05,0.0,1,1,1,0,27540.36,27540.36,1.0,1,0,1,1.5789,5,0,3,1,0,RET003060,CUST02550
156,11,5,0.4545,4,34180.24,6514.63,0.477,0,0,0,0,2992.46,2992.46,1.0,2,0,4,0.9615,101,0,3,1,1,RET003061,CUST02550
220,6,0,0.0,0,0.0,990.87,0.0,0,0,0,0,392.5,392.5,1.0,14,0,0,0.0,220,0,1,1,0,RET003062,CUST02553
112,7,0,0.0,0,0.0,4437.72,0.0,0,0,0,0,1225.32,1225.32,1.0,23,0,0,0.0,112,0,2,1,0,RET003063,CUST02554
344,5,0,0.0,0,0.0,3007.82,0.0,0,0,0,0,2466.43,2466.43,1.0,2,0,0,0.0,344,0,1,1,1,RET003064,CUST02555
42,13,2,0.1538,1,778.95,8717.49,0.0069,1,0,2,1,2722.01,1796.79,0.6601,2,0,2,1.4286,15,0,5,2,1,RET003065,CUST02556
43,13,3,0.2308,1,778.95,8717.49,0.0069,0,1,3,1,10184.92,10184.92,1.0,14,0,3,2.093,1,0,5,2,1,RET003066,CUST02556
44,14,4,0.2857,2,2455.84,8250.55,0.0213,1,2,4,2,28343.47,28343.47,1.0,8,1,4,2.7273,1,1,5,2,1,RET003067,CUST02556
25,5,0,0.0,0,0.0,6235.53,0.0,0,0,0,0,4020.52,4020.52,1.0,8,0,0,0.0,25,0,5,2,0,RET003068,CUST02556
27,5,1,0.2,0,0.0,6235.53,0.0,0,1,1,0,778.95,778.95,1.0,6,0,1,1.1111,2,0,5,2,0,RET003069,CUST02556
107,17,6,0.3529,4,40984.23,7173.09,0.3361,0,0,1,0,2432.5,2432.5,1.0,3,1,5,1.6822,14,0,5,2,1,RET003070,CUST02556
93,15,5,0.3333,4,40984.23,7881.34,0.3467,0,0,0,0,2712.32,2712.32,1.0,5,0,4,1.6129,49,0,5,2,1,RET003071,CUST02556
77,3,0,0.0,0,0.0,6197.26,0.0,0,0,0,0,15931.01,15931.01,1.0,2,0,0,0.0,77,1,5,1,0,RET003072,CUST02558
106,9,1,0.1111,1,15931.01,7265.79,0.2436,0,0,1,1,8532.59,8532.59,1.0,3,0,1,0.283,29,0,5,1,0,RET003073,CUST02558
306,7,0,0.0,0,0.0,1601.64,0.0,0,0,0,0,4007.95,4007.95,1.0,22,0,0,0.0,306,1,1,1,0,RET003074,CUST02560
271,7,1,0.1429,1,954.57,5880.06,0.0232,0,0,0,0,7022.73,7022.73,1.0,23,0,1,0.1107,53,0,1,1,0,RET003075,CUST02561
218,5,0,0.0,0,0.0,6423.52,0.0,0,0,0,0,1699.99,1699.99,1.0,2,0,0,0.0,218,0,1,1,0,RET003076,CUST02561
18,8,3,0.375,2,4266.11,6131.67,0.087,0,1,3,2,5017.97,5017.97,1.0,6,2,2,5.0,2,0,1,1,1,RET003077,CUST02562
27,10,4,0.4,2,4266.11,7571.62,0.0563,0,0,4,2,1896.22,1896.22,1.0,14,0,2,4.4444,9,0,1,1,1,RET003078,CUST02562
5,3,0,0.0,0,0.0,2093.39,0.0,0,0,0,0,2961.85,2961.85,1.0,3,0,0,0.0,5,0,1,1,0,RET003079,CUST02562
16,7,2,0.2857,2,4266.11,6382.74,0.0955,0,0,2,2,18316.39,18316.39,1.0,8,0,1,3.75,9,1,1,1,1,RET003080,CUST02562
28,10,5,0.5,3,9284.08,7571.62,0.1226,0,1,5,3,1463.48,1463.48,1.0,6,0,3,5.3571,1,0,1,1,1,RET003081,CUST02562
7,3,1,0.3333,0,0.0,2093.39,0.0,0,1,1,0,1304.26,1304.26,1.0,7,1,1,4.2857,2,0,1,1,0,RET003082,CUST02562
60,3,0,0.0,0,0.0,2160.06,0.0,0,0,0,0,2785.88,2785.88,1.0,13,0,0,0.0,60,0,1,1,0,RET003083,CUST02566
134,8,2,0.25,1,2785.88,10317.86,0.0338,0,0,1,0,52549.16,52549.16,1.0,13,0,2,0.4478,19,1,1,1,0,RET003084,CUST02566
115,5,1,0.2,1,2785.88,2057.38,0.2708,0,0,0,0,617.82,617.82,1.0,10,0,1,0.2609,55,0,1,1,0,RET003085,CUST02566
34,4,0,0.0,0,0.0,16332.15,0.0,1,0,0,0,42491.46,42491.46,1.0,8,0,0,0.0,34,1,1,3,0,RET003086,CUST02568
403,7,0,0.0,0,0.0,6910.32,0.0,0,0,0,0,15070.28,11732.03,0.7785,5,0,0,0.0,403,0,2,1,0,RET003087,CUST02570
25,6,0,0.0,0,0.0,12903.85,0.0,1,0,0,0,6461.66,6461.66,1.0,1,0,0,0.0,25,0,5,1,0,RET003088,CUST02571
20,24,9,0.375,5,26490.87,7943.37,0.139,0,4,9,5,721.92,721.92,1.0,5,2,7,13.5,2,0,3,1,1,RET003089,CUST02572
18,24,8,0.3333,3,8440.11,7943.37,0.0443,1,4,8,3,5640.02,5640.02,1.0,8,1,7,13.3333,1,0,3,1,1,RET003090,CUST02572
15,18,6,0.3333,1,2339.23,6072.3,0.0214,0,4,6,1,1271.58,1271.58,1.0,5,0,6,12.0,1,0,3,1,1,RET003091,CUST02572
22,24,11,0.4583,6,30065.88,7943.37,0.1577,0,5,11,6,665.38,665.38,1.0,10,1,7,15.0,2,0,3,1,1,RET003092,CUST02572
22,24,11,0.4583,6,30065.88,7943.37,0.1577,0,5,11,6,33696.6,33696.6,1.0,6,1,7,15.0,2,1,3,1,1,RET003093,CUST02572
12,15,4,0.2667,1,2339.23,6967.37,0.0224,0,3,4,1,2378.9,2378.9,1.0,5,0,4,10.0,3,0,3,1,1,RET003094,CUST02572
