refund_id,order_id,customer_id,refund_date,refund_amount,refund_status
REF002100,ORD018689,CUST02702,2026-02-24,4482.12,Pending
REF002101,ORD018695,CUST02703,2026-07-31,5056.64,Declined
REF002102,ORD018700,CUST02703,2026-08-31,744.19,Processed
REF002103,ORD018707,CUST02703,2026-08-08,2151.39,Processed
REF002104,ORD018709,CUST02703,2026-09-01,6000.0,Processed
REF002105,ORD018710,CUST02703,2026-09-08,3662.11,Pending
REF002106,ORD018711,CUST02703,2026-08-25,2680.26,Pending
REF002107,ORD018712,CUST02703,2026-09-12,2343.81,Processed
REF002108,ORD018713,CUST02703,2026-08-30,20431.23,Processed
REF002109,ORD018718,CUST02704,2026-06-29,847.63,Processed
REF002110,ORD018724,CUST02704,2026-08-05,683.43,Processed
REF002111,ORD018726,CUST02704,2026-07-23,847.5,Pending
REF002112,ORD018727,CUST02704,2026-09-11,9230.23,Pending
REF002113,ORD018729,CUST02704,2026-08-20,2079.44,Pending
REF002114,ORD018730,CUST02704,2026-07-11,2062.39,Processed
REF002115,ORD018735,CUST02704,2026-09-10,1517.95,Pending
REF002116,ORD018736,CUST02704,2026-08-12,3572.15,Processed
REF002117,ORD018752,CUST02708,2026-05-28,11962.7,Processed
REF002118,ORD018829,CUST02722,2026-09-08,1545.99,Processed
REF002119,ORD018830,CUST02722,2026-08-18,753.16,Processed
REF002120,ORD018857,CUST02727,2026-07-17,459.89,Processed
REF002121,ORD018863,CUST02729,2026-07-07,521.23,Processed
REF002122,ORD018893,CUST02734,2026-08-25,7600.96,Processed
REF002123,ORD018896,CUST02734,2026-05-20,2121.33,Declined
REF002124,ORD018909,CUST02736,2026-07-15,1870.88,Processed
REF002125,ORD018916,CUST02736,2026-07-19,1493.68,Pending
REF002126,ORD018920,CUST02736,2026-09-05,545.45,Processed
REF002127,ORD018922,CUST02736,2026-08-14,2121.33,Declined
REF002128,ORD018929,CUST02736,2026-08-06,6893.64,Processed
REF002129,ORD018938,CUST02738,2026-08-07,1826.3,Processed
REF002130,ORD018942,CUST02738,2026-08-11,1030.85,Processed
REF002131,ORD018948,CUST02739,2026-08-27,2201.38,Processed
REF002132,ORD018949,CUST02740,2026-08-10,1877.6,Processed
REF002133,ORD018950,CUST02740,2026-09-15,475.25,Pending
REF002134,ORD018951,CUST02740,2026-07-05,5008.69,Processed
REF002135,ORD018952,CUST02740,2026-05-17,1473.5,Pending
REF002136,ORD018954,CUST02740,2026-07-14,1203.1,Processed
REF002137,ORD018962,CUST02740,2026-07-17,459.0,Processed
REF002138,ORD018965,CUST02740,2026-05-24,3265.2,Processed
REF002139,ORD018977,CUST02744,2026-07-14,25754.24,Processed
REF002140,ORD018992,CUST02746,2026-04-30,4653.45,Processed
REF002141,ORD019010,CUST02749,2026-07-23,2682.65,Declined
REF002142,ORD019014,CUST02749,2026-07-07,766.22,Processed
REF002143,ORD019015,CUST02749,2026-05-24,1548.66,Processed
REF002144,ORD019017,CUST02749,2026-05-04,24143.6,Pending
REF002145,ORD019042,CUST02754,2026-08-05,339.71,Processed
REF002146,ORD019045,CUST02754,2026-08-10,2083.36,Pending
REF002147,ORD019052,CUST02754,2026-07-09,728.82,Processed
REF002148,ORD019055,CUST02754,2026-08-02,39269.75,Pending
REF002149,ORD019065,CUST02756,2026-08-22,10022.61,Processed
REF002150,ORD019071,CUST02756,2026-08-02,1204.02,Processed
REF002151,ORD019073,CUST02756,2026-08-16,17139.08,Pending
REF002152,ORD019078,CUST02756,2026-08-28,6721.44,Processed
REF002153,ORD019093,CUST02759,2026-07-07,12218.68,Pending
REF002154,ORD019096,CUST02760,2026-03-25,996.85,Declined
REF002155,ORD019100,CUST02760,2026-04-26,19531.06,Pending
REF002156,ORD019119,CUST02763,2026-08-09,2483.23,Processed
REF002157,ORD019122,CUST02764,2026-08-07,3033.42,Processed
REF002158,ORD019123,CUST02764,2026-08-18,1380.19,Processed
REF002159,ORD019127,CUST02764,2026-08-05,945.64,Declined
REF002160,ORD019129,CUST02764,2026-06-21,607.1,Processed
REF002161,ORD019133,CUST02764,2026-07-17,265.93,Processed
REF002162,ORD019151,CUST02766,2026-02-01,3472.6,Processed
REF002163,ORD019161,CUST02768,2026-08-01,1470.25,Pending
REF002164,ORD019165,CUST02768,2026-08-31,765.32,Processed
REF002165,ORD019170,CUST02768,2026-08-14,715.4,Processed
REF002166,ORD019171,CUST02768,2026-09-03,2023.42,Processed
REF002167,ORD019183,CUST02770,2026-04-08,1077.48,Processed
REF002168,ORD019215,CUST02776,2026-05-27,243.07,Processed
REF002169,ORD019219,CUST02776,2026-08-27,125.62,Processed
REF002170,ORD019232,CUST02778,2026-07-29,2441.88,Declined
REF002171,ORD019239,CUST02778,2026-06-13,1682.48,Processed
REF002172,ORD019245,CUST02779,2026-08-15,2358.86,Processed
REF002173,ORD019248,CUST02779,2026-08-13,1720.19,Pending
REF002174,ORD019252,CUST02779,2026-08-02,1163.32,Processed
REF002175,ORD019273,CUST02783,2026-05-28,2061.71,Processed
REF002176,ORD019276,CUST02783,2026-07-09,7774.09,Pending
REF002177,ORD019278,CUST02783,2026-07-30,3959.17,Processed
REF002178,ORD019279,CUST02783,2026-06-04,888.35,Pending
REF002179,ORD019280,CUST02783,2026-05-24,740.66,Processed
REF002180,ORD019281,CUST02783,2026-06-02,1024.1,Processed
REF002181,ORD019282,CUST02783,2026-08-06,4795.1,Processed
REF002182,ORD019284,CUST02783,2026-09-12,2343.07,Pending
REF002183,ORD019303,CUST02785,2026-03-05,584.19,Processed
REF002184,ORD019314,CUST02786,2026-02-03,1754.53,Processed
REF002185,ORD019327,CUST02789,2026-05-24,36946.2,Processed
REF002186,ORD019338,CUST02791,2026-07-05,2542.39,Processed
REF002187,ORD019344,CUST02792,2026-07-07,9203.86,Processed
REF002188,ORD019347,CUST02792,2026-08-09,2485.73,Processed
REF002189,ORD019350,CUST02792,2026-07-09,9312.29,Processed
REF002190,ORD019353,CUST02792,2026-08-21,11812.3,Processed
REF002191,ORD019372,CUST02795,2026-07-29,4662.58,Declined
REF002192,ORD019402,CUST02799,2026-04-30,1617.97,Processed
REF002193,ORD019409,CUST02801,2026-04-16,7476.43,Processed
REF002194,ORD019417,CUST02802,2026-05-25,14637.14,Pending
REF002195,ORD019438,CUST02805,2026-09-04,5693.83,Processed
REF002196,ORD019448,CUST02807,2026-07-20,884.41,Processed
REF002197,ORD019453,CUST02809,2026-08-10,3351.82,Processed
REF002198,ORD019458,CUST02809,2026-08-22,1962.12,Processed
REF002199,ORD019459,CUST02809,2026-08-24,18159.78,Processed
REF002200,ORD019461,CUST02809,2026-08-20,3496.53,Processed
REF002201,ORD019468,CUST02809,2026-08-18,5550.8,Processed
REF002202,ORD019469,CUST02809,2026-08-23,799.56,Declined
REF002203,ORD019470,CUST02809,2026-08-15,2232.65,Processed
REF002204,ORD019480,CUST02812,2026-02-06,1405.9,Pending
REF002205,ORD019489,CUST02813,2026-08-03,3281.68,Processed
REF002206,ORD019493,CUST02813,2026-08-08,650.65,Pending
REF002207,ORD019502,CUST02814,2026-09-22,1247.96,Processed
REF002208,ORD019503,CUST02814,2026-08-01,2805.65,Declined
REF002209,ORD019524,CUST02818,2026-09-11,361.01,Processed
REF002210,ORD019525,CUST02818,2026-04-18,5412.23,Processed
REF002211,ORD019537,CUST02820,2026-04-26,1903.89,Processed
REF002212,ORD019555,CUST02823,2026-07-27,1103.64,Processed
REF002213,ORD019566,CUST02824,2026-08-21,2090.18,Processed
REF002214,ORD019569,CUST02824,2026-04-27,1313.24,Processed
REF002215,ORD019576,CUST02825,2026-02-12,3973.55,Processed
REF002216,ORD019578,CUST02826,2026-05-30,825.42,Processed
REF002217,ORD019615,CUST02832,2026-02-15,2379.99,Processed
REF002218,ORD019627,CUST02833,2026-07-27,9706.17,Pending
REF002219,ORD019678,CUST02842,2026-08-20,5466.12,Processed
REF002220,ORD019680,CUST02842,2026-08-15,871.85,Processed
REF002221,ORD019687,CUST02842,2026-08-26,1349.37,Processed
REF002222,ORD019691,CUST02842,2026-08-28,649.88,Processed
REF002223,ORD019696,CUST02842,2026-08-22,8853.85,Processed
REF002224,ORD019699,CUST02842,2026-08-25,19202.82,Processed
REF002225,ORD019703,CUST02843,2026-07-26,1424.91,Processed
REF002226,ORD019711,CUST02845,2026-08-11,1867.64,Processed
REF002227,ORD019718,CUST02845,2026-08-24,1674.19,Pending
REF002228,ORD019722,CUST02846,2026-09-02,1199.52,Pending
REF002229,ORD019756,CUST02850,2026-07-18,2628.08,Processed
REF002230,ORD019757,CUST02850,2026-05-18,892.1,Processed
REF002231,ORD019758,CUST02850,2026-09-15,12149.7,Processed
REF002232,ORD019766,CUST02851,2026-03-09,173.12,Processed
REF002233,ORD019776,CUST02853,2026-07-01,13485.79,Processed
REF002234,ORD019822,CUST02862,2026-03-15,3670.75,Pending
REF002235,ORD019823,CUST02862,2026-04-07,1399.87,Processed
REF002236,ORD019825,CUST02862,2026-03-07,5521.86,Processed
REF002237,ORD019827,CUST02862,2026-03-26,1091.71,Declined
REF002238,ORD019828,CUST02862,2026-03-22,3788.58,Processed
REF002239,ORD019831,CUST02862,2026-06-27,3425.17,Processed
REF002240,ORD019833,CUST02862,2026-02-22,3132.05,Declined
REF002241,ORD019834,CUST02862,2026-08-10,948.38,Processed
REF002242,ORD019838,CUST02862,2026-03-20,1150.23,Processed
REF002243,ORD019840,CUST02863,2026-08-31,15852.98,Processed
REF002244,ORD019842,CUST02863,2026-08-01,2214.03,Processed
REF002245,ORD019850,CUST02865,2026-08-29,3696.08,Pending
REF002246,ORD019851,CUST02865,2026-06-20,276.05,Processed
REF002247,ORD019863,CUST02865,2026-06-07,1317.04,Processed
REF002248,ORD019866,CUST02865,2026-06-01,10567.79,Processed
REF002249,ORD019869,CUST02865,2026-08-23,13813.05,Processed
REF002250,ORD019872,CUST02865,2026-09-09,1427.49,Pending
REF002251,ORD019873,CUST02865,2026-08-03,742.92,Processed
REF002252,ORD019888,CUST02868,2026-06-16,1688.8,Processed
REF002253,ORD019890,CUST02868,2026-06-26,8650.99,Pending
REF002254,ORD019891,CUST02868,2026-08-30,1057.41,Processed
REF002255,ORD019901,CUST02869,2026-06-30,1698.62,Processed
REF002256,ORD019911,CUST02871,2026-04-29,16185.29,Processed
REF002257,ORD019929,CUST02875,2026-06-02,1404.27,Processed
REF002258,ORD019957,CUST02879,2026-07-25,1598.84,Processed
REF002259,ORD019984,CUST02885,2026-08-27,2526.33,Processed
REF002260,ORD019993,CUST02886,2026-03-15,1903.1,Processed
REF002261,ORD019997,CUST02887,2026-06-26,1566.9,Processed
REF002262,ORD020002,CUST02888,2026-08-09,467.88,Processed
REF002263,ORD020017,CUST02890,2026-08-09,6446.16,Processed
REF002264,ORD020021,CUST02890,2026-08-28,2588.57,Processed
REF002265,ORD020030,CUST02890,2026-08-01,2088.98,Processed
REF002266,ORD020034,CUST02891,2026-04-25,4165.05,Processed
REF002267,ORD020038,CUST02891,2026-05-09,621.37,Processed
REF002268,ORD020040,CUST02891,2026-08-21,635.96,Processed
REF002269,ORD020041,CUST02891,2026-01-28,1488.99,Processed
REF002270,ORD020051,CUST02893,2026-06-18,1093.88,Pending
REF002271,ORD020096,CUST02901,2026-08-19,759.37,Processed
REF002272,ORD020101,CUST02901,2026-08-28,12429.76,Processed
REF002273,ORD020105,CUST02901,2026-09-11,18499.2,Processed
REF002274,ORD020123,CUST02904,2026-08-24,12000.0,Processed
REF002275,ORD020131,CUST02905,2026-05-11,4856.44,Processed
REF002276,ORD020149,CUST02909,2026-04-24,4077.52,Processed
REF002277,ORD020162,CUST02912,2026-01-20,2184.99,Pending
REF002278,ORD020166,CUST02913,2026-09-20,2900.66,Processed
REF002279,ORD020170,CUST02914,2026-09-02,1234.3,Processed
REF002280,ORD020191,CUST02917,2026-08-08,1447.87,Processed
REF002281,ORD020197,CUST02918,2026-08-03,6490.68,Processed
REF002282,ORD020199,CUST02918,2026-07-26,4899.24,Processed
REF002283,ORD020200,CUST02918,2026-07-24,2999.86,Processed
REF002284,ORD020204,CUST02918,2026-08-04,1852.12,Processed
REF002285,ORD020210,CUST02918,2026-08-19,1086.02,Processed
REF002286,ORD020211,CUST02918,2026-08-27,19770.46,Processed
REF002287,ORD020214,CUST02918,2026-07-08,2779.73,Processed
REF002288,ORD020216,CUST02918,2026-07-13,1789.01,Processed
REF002289,ORD020217,CUST02918,2026-07-23,1598.26,Pending
REF002290,ORD020226,CUST02919,2026-04-24,1842.89,Processed
REF002291,ORD020251,CUST02923,2026-09-01,1784.52,Pending
REF002292,ORD020263,CUST02926,2026-07-02,156.95,Processed
REF002293,ORD020297,CUST02931,2026-08-27,279.45,Processed
REF002294,ORD020302,CUST02931,2026-08-30,11506.18,Processed
REF002295,ORD020303,CUST02931,2026-09-07,1031.72,Pending
REF002296,ORD020309,CUST02932,2026-05-19,970.33,Processed
REF002297,ORD020318,CUST02934,2026-06-06,1852.59,Processed
REF002298,ORD020319,CUST02934,2026-06-17,6815.7,Processed
REF002299,ORD020330,CUST02936,2026-07-24,9560.41,Processed
REF002300,ORD020333,CUST02936,2026-07-29,1067.61,Processed
REF002301,ORD020335,CUST02936,2026-07-22,1152.57,Declined
REF002302,ORD020341,CUST02936,2026-07-18,850.32,Processed
REF002303,ORD020347,CUST02936,2026-06-29,1148.01,Processed
REF002304,ORD020351,CUST02936,2026-08-09,9582.46,Processed
REF002305,ORD020353,CUST02937,2026-02-25,2989.93,Pending
REF002306,ORD020358,CUST02938,2026-04-02,3130.24,Processed
REF002307,ORD020363,CUST02939,2026-02-10,1930.84,Processed
REF002308,ORD020411,CUST02947,2026-06-03,857.78,Processed
REF002309,ORD020442,CUST02952,2026-05-15,483.03,Processed
REF002310,ORD020506,CUST02962,2026-09-11,2159.24,Processed
REF002311,ORD020512,CUST02962,2026-06-03,27522.89,Processed
REF002312,ORD020526,CUST02965,2026-08-18,2707.58,Processed
REF002313,ORD020549,CUST02968,2026-07-06,4464.57,Processed
REF002314,ORD020562,CUST02970,2026-02-17,1780.07,Processed
REF002315,ORD020563,CUST02970,2026-02-21,11733.36,Pending
REF002316,ORD020568,CUST02970,2026-04-28,28124.44,Processed
REF002317,ORD020570,CUST02970,2026-03-23,16858.47,Pending
REF002318,ORD020574,CUST02970,2026-02-06,2156.13,Processed
REF002319,ORD020583,CUST02971,2026-08-25,1974.65,Processed
REF002320,ORD020591,CUST02973,2026-09-01,1571.9,Processed
REF002321,ORD020601,CUST02975,2026-07-05,2874.78,Processed
REF002322,ORD020611,CUST02976,2026-04-22,25339.29,Processed
REF002323,ORD020632,CUST02980,2026-05-20,2784.25,Processed
REF002324,ORD020637,CUST02981,2026-06-22,1376.69,Processed
REF002325,ORD020652,CUST02983,2026-02-08,1092.28,Processed
REF002326,ORD020672,CUST02986,2026-07-21,2071.61,Processed
REF002327,ORD020677,CUST02986,2026-07-13,24830.24,Processed
REF002328,ORD020682,CUST02987,2026-08-09,4784.46,Pending
REF002329,ORD020702,CUST02990,2026-06-21,1274.97,Pending
REF002330,ORD020757,CUST02999,2026-07-20,4795.58,Processed
REF002331,ORD020760,CUST02999,2026-08-17,3573.12,Processed
REF002332,ORD020762,CUST02999,2026-08-16,1206.19,Processed
REF002333,ORD020766,CUST02999,2026-09-08,1547.01,Processed
REF002334,ORD020768,CUST02999,2026-08-11,2061.31,Processed
REF002335,ORD020769,CUST02999,2026-08-19,906.49,Processed
REF002336,ORD020770,CUST02999,2026-08-25,2681.04,Pending
REF002337,ORD020771,CUST02999,2026-07-23,9709.33,Pending
REF002338,ORD020784,CUST03001,2026-06-11,2656.85,Processed
REF002339,ORD020788,CUST03001,2026-05-28,8105.73,Processed
REF002340,ORD020789,CUST03001,2026-06-11,3219.16,Declined
REF002341,ORD020791,CUST03001,2026-05-25,988.81,Pending
REF002342,ORD020792,CUST03001,2026-06-05,1506.76,Processed
REF002343,ORD020808,CUST03003,2026-08-21,461.77,Pending
REF002344,ORD020809,CUST03003,2026-08-03,4070.11,Processed
REF002345,ORD020815,CUST03003,2026-09-03,346.7,Processed
REF002346,ORD020817,CUST03003,2026-09-12,708.45,Pending
REF002347,ORD020823,CUST03004,2026-06-25,2134.09,Processed
REF002348,ORD020824,CUST03004,2026-06-24,18386.99,Processed
REF002349,ORD020825,CUST03004,2026-08-09,2013.01,Processed
REF002350,ORD020840,CUST03006,2026-08-19,4154.33,Processed
REF002351,ORD020847,CUST03006,2026-06-14,1437.98,Processed
REF002352,ORD020860,CUST03009,2026-04-18,5544.11,Pending
REF002353,ORD020868,CUST03010,2026-02-23,17499.9,Pending
REF002354,ORD020894,CUST03014,2026-07-18,8700.64,Declined
REF002355,ORD020900,CUST03015,2026-08-04,2663.69,Processed
REF002356,ORD020922,CUST03018,2026-04-27,593.89,Processed
REF002357,ORD020929,CUST03020,2026-03-27,1425.5,Processed
REF002358,ORD020943,CUST03021,2026-06-11,41633.04,Processed
REF002359,ORD020953,CUST03023,2026-09-04,601.6,Pending
REF002360,ORD020954,CUST03023,2026-07-30,1698.06,Pending
REF002361,ORD020958,CUST03023,2026-07-24,3103.15,Processed
REF002362,ORD020959,CUST03023,2026-09-14,1342.91,Processed
REF002363,ORD020960,CUST03023,2026-08-14,2231.98,Processed
REF002364,ORD020962,CUST03023,2026-07-12,2757.75,Processed
REF002365,ORD020985,CUST03027,2026-08-29,801.74,Processed
REF002366,ORD020993,CUST03028,2026-08-23,3403.32,Processed
REF002367,ORD020996,CUST03028,2026-09-09,1236.87,Processed
REF002368,ORD021000,CUST03028,2026-09-04,4740.58,Pending
REF002369,ORD021005,CUST03028,2026-08-28,1591.49,Pending
REF002370,ORD021012,CUST03030,2026-07-14,20324.75,Processed
REF002371,ORD021014,CUST03030,2026-06-30,1352.12,Processed
REF002372,ORD021015,CUST03030,2026-06-06,3264.76,Processed
REF002373,ORD021032,CUST03032,2026-01-24,26091.39,Processed
REF002374,ORD021042,CUST03033,2026-07-31,7988.84,Processed
REF002375,ORD021053,CUST03035,2026-02-04,5839.81,Processed
REF002376,ORD021055,CUST03036,2026-07-12,336.37,Processed
REF002377,ORD021056,CUST03036,2026-07-24,2634.52,Declined
REF002378,ORD021057,CUST03036,2026-07-02,3097.65,Pending
REF002379,ORD021058,CUST03036,2026-06-28,3052.57,Processed
REF002380,ORD021059,CUST03036,2026-07-02,1677.38,Processed
REF002381,ORD021101,CUST03042,2026-09-04,1040.96,Pending
REF002382,ORD021110,CUST03044,2026-04-13,870.81,Processed
REF002383,ORD021117,CUST03045,2026-08-19,3170.52,Processed
REF002384,ORD021120,CUST03045,2026-08-16,503.61,Processed
REF002385,ORD021121,CUST03045,2026-08-29,2158.49,Processed
REF002386,ORD021122,CUST03045,2026-08-27,2024.69,Processed
REF002387,ORD021125,CUST03045,2026-08-14,1903.0,Declined
REF002388,ORD021127,CUST03045,2026-08-17,1228.56,Processed
REF002389,ORD021129,CUST03045,2026-09-02,343.79,Processed
REF002390,ORD021133,CUST03045,2026-09-15,961.09,Processed
REF002391,ORD021137,CUST03045,2026-08-24,772.45,Processed
REF002392,ORD021149,CUST03048,2026-08-06,21202.67,Processed
REF002393,ORD021150,CUST03048,2026-07-16,2327.21,Declined
REF002394,ORD021152,CUST03048,2026-07-27,1420.8,Processed
REF002395,ORD021157,CUST03048,2026-09-12,3224.62,Pending
REF002396,ORD021169,CUST03049,2026-06-10,1886.81,Pending
REF002397,ORD021173,CUST03050,2026-09-02,2333.47,Processed
REF002398,ORD021200,CUST03054,2026-07-25,841.32,Processed
REF002399,ORD021201,CUST03054,2026-06-26,923.88,Processed
REF002400,ORD021206,CUST03054,2026-07-04,1164.53,Processed
REF002401,ORD021214,CUST03054,2026-08-11,16071.43,Processed
REF002402,ORD021216,CUST03054,2026-07-13,1269.75,Processed
REF002403,ORD021238,CUST03058,2026-06-10,1345.54,Processed
REF002404,ORD021249,CUST03060,2026-07-03,1316.97,Processed
REF002405,ORD021252,CUST03060,2026-07-10,1346.14,Processed
REF002406,ORD021254,CUST03060,2026-06-18,1201.25,Processed
REF002407,ORD021260,CUST03061,2026-06-19,4014.71,Processed
REF002408,ORD021262,CUST03061,2026-09-02,1126.09,Pending
REF002409,ORD021300,CUST03068,2026-04-06,19832.15,Processed
REF002410,ORD021302,CUST03068,2026-04-08,6880.28,Processed
REF002411,ORD021303,CUST03068,2026-04-19,4247.01,Declined
REF002412,ORD021305,CUST03068,2026-04-11,15346.12,Pending
REF002413,ORD021388,CUST03079,2026-06-18,2230.59,Processed
REF002414,ORD021390,CUST03079,2026-06-20,2930.38,Declined
REF002415,ORD021396,CUST03079,2026-07-16,2028.54,Processed
REF002416,ORD021404,CUST03079,2026-06-30,9622.36,Pending
REF002417,ORD021422,CUST03081,2026-03-12,38317.65,Pending
REF002418,ORD021432,CUST03083,2026-07-30,1482.21,Pending
REF002419,ORD021435,CUST03083,2026-08-05,1736.38,Processed
REF002420,ORD021437,CUST03083,2026-08-29,3277.45,Processed
REF002421,ORD021440,CUST03083,2026-08-22,377.1,Processed
REF002422,ORD021442,CUST03083,2026-07-13,5882.83,Processed
REF002423,ORD021469,CUST03089,2026-07-07,18719.65,Processed
REF002424,ORD021470,CUST03089,2026-08-19,1284.16,Processed
REF002425,ORD021473,CUST03089,2026-06-06,29221.78,Processed
REF002426,ORD021478,CUST03090,2026-07-16,2213.77,Processed
REF002427,ORD021490,CUST03092,2026-08-02,8770.66,Pending
REF002428,ORD021507,CUST03095,2026-04-09,1022.13,Processed
REF002429,ORD021518,CUST03097,2026-08-16,1239.63,Processed
REF002430,ORD021542,CUST03101,2026-05-29,2710.67,Processed
REF002431,ORD021543,CUST03101,2026-01-27,10984.69,Processed
REF002432,ORD021561,CUST03104,2026-07-01,31892.14,Pending
REF002433,ORD021575,CUST03105,2026-07-25,1156.51,Pending
REF002434,ORD021599,CUST03108,2026-03-18,2295.34,Processed
REF002435,ORD021600,CUST03109,2026-07-08,119.66,Processed
REF002436,ORD021602,CUST03109,2026-07-03,2506.75,Processed
REF002437,ORD021603,CUST03109,2026-07-06,1580.08,Declined
REF002438,ORD021605,CUST03109,2026-06-26,11746.97,Pending
REF002439,ORD021613,CUST03109,2026-08-20,1017.62,Processed
REF002440,ORD021624,CUST03112,2026-08-09,1718.13,Processed
REF002441,ORD021648,CUST03116,2026-08-11,1365.73,Processed
REF002442,ORD021652,CUST03116,2026-08-29,490.15,Processed
REF002443,ORD021655,CUST03116,2026-07-01,2088.97,Processed
REF002444,ORD021677,CUST03120,2026-03-23,605.06,Pending
REF002445,ORD021682,CUST03120,2026-09-14,1559.17,Processed
REF002446,ORD021686,CUST03121,2026-08-10,25006.98,Processed
REF002447,ORD021688,CUST03121,2026-07-18,11774.88,Processed
REF002448,ORD021694,CUST03121,2026-08-06,965.42,Processed
REF002449,ORD021696,CUST03121,2026-07-31,1758.58,Processed
REF002450,ORD021700,CUST03122,2026-05-01,668.74,Declined
REF002451,ORD021716,CUST03126,2026-09-14,1302.76,Pending
REF002452,ORD021737,CUST03129,2026-08-08,13461.74,Processed
REF002453,ORD021747,CUST03130,2026-08-22,11500.02,Pending
REF002454,ORD021752,CUST03130,2026-08-02,2177.53,Processed
REF002455,ORD021756,CUST03131,2026-07-07,453.36,Processed
REF002456,ORD021760,CUST03131,2026-07-17,15168.51,Processed
REF002457,ORD021785,CUST03135,2026-08-17,1578.65,Processed
REF002458,ORD021789,CUST03135,2026-08-15,12729.74,Processed
REF002459,ORD021794,CUST03135,2026-08-22,1130.46,Processed
REF002460,ORD021805,CUST03135,2026-08-12,2122.45,Processed
REF002461,ORD021810,CUST03136,2026-06-05,16398.67,Declined
REF002462,ORD021811,CUST03136,2026-06-09,12561.5,Processed
REF002463,ORD021812,CUST03136,2026-08-25,2576.49,Processed
REF002464,ORD021813,CUST03136,2026-05-21,1016.06,Processed
REF002465,ORD021815,CUST03136,2026-06-11,2984.47,Processed
REF002466,ORD021817,CUST03136,2026-07-29,3316.08,Processed
REF002467,ORD021819,CUST03136,2026-07-08,9280.67,Processed
REF002468,ORD021831,CUST03138,2026-06-17,3536.19,Pending
REF002469,ORD021834,CUST03139,2026-07-28,18845.82,Processed
REF002470,ORD021845,CUST03139,2026-07-11,1612.52,Processed
REF002471,ORD021846,CUST03139,2026-07-08,9368.76,Processed
REF002472,ORD021852,CUST03139,2026-05-27,1987.52,Processed
REF002473,ORD021855,CUST03139,2026-07-03,14833.92,Pending
REF002474,ORD021856,CUST03139,2026-06-21,4840.16,Processed
REF002475,ORD021857,CUST03139,2026-08-06,7471.39,Processed
REF002476,ORD021876,CUST03142,2026-05-30,2003.12,Processed
REF002477,ORD021883,CUST03143,2026-09-11,2209.96,Processed
REF002478,ORD021886,CUST03143,2026-09-12,10881.49,Processed
REF002479,ORD021889,CUST03143,2026-09-04,809.76,Pending
REF002480,ORD021919,CUST03147,2026-08-12,1477.66,Processed
REF002481,ORD021942,CUST03150,2026-06-06,4765.63,Processed
REF002482,ORD021989,CUST03158,2026-05-04,675.03,Processed
REF002483,ORD022001,CUST03161,2026-06-11,3210.06,Processed
REF002484,ORD022002,CUST03161,2026-05-31,3666.3,Pending
REF002485,ORD022006,CUST03162,2026-05-09,1112.62,Processed
REF002486,ORD022010,CUST03162,2026-09-09,14709.14,Processed
REF002487,ORD022016,CUST03162,2026-07-22,1304.77,Processed
REF002488,ORD022030,CUST03165,2026-04-10,7848.84,Processed
REF002489,ORD022041,CUST03167,2026-08-02,1009.21,Processed
REF002490,ORD022089,CUST03176,2026-05-21,2842.82,Processed
REF002491,ORD022105,CUST03178,2026-04-19,1484.35,Processed
REF002492,ORD022112,CUST03179,2026-07-17,1819.25,Processed
REF002493,ORD022120,CUST03180,2026-07-25,2268.02,Processed
REF002494,ORD022126,CUST03181,2026-02-18,3923.59,Processed
REF002495,ORD022128,CUST03182,2026-06-30,2434.3,Processed
REF002496,ORD022133,CUST03183,2026-06-12,1128.72,Processed
REF002497,ORD022140,CUST03183,2026-06-13,5347.21,Processed
REF002498,ORD022156,CUST03185,2026-07-30,6591.3,Processed
REF002499,ORD022170,CUST03187,2026-07-29,2907.88,Processed
REF002500,ORD022173,CUST03188,2026-07-21,2334.35,Pending
REF002501,ORD022177,CUST03188,2026-09-21,1253.89,Pending
REF002502,ORD022202,CUST03192,2026-04-23,305.05,Processed
REF002503,ORD022207,CUST03193,2026-07-21,1742.89,Pending
REF002504,ORD022219,CUST03195,2026-02-23,1641.83,Processed
REF002505,ORD022242,CUST03197,2026-08-21,2543.68,Pending
REF002506,ORD022252,CUST03199,2026-02-18,639.82,Processed
REF002507,ORD022262,CUST03200,2026-06-11,46983.17,Processed
REF002508,ORD022264,CUST03201,2026-07-05,1267.17,Processed
REF002509,ORD022265,CUST03201,2026-07-01,2750.03,Declined
REF002510,ORD022266,CUST03201,2026-06-26,908.16,Declined
REF002511,ORD022272,CUST03201,2026-08-24,3296.9,Processed
REF002512,ORD022273,CUST03201,2026-08-29,9014.1,Processed
REF002513,ORD022275,CUST03201,2026-08-05,6284.95,Processed
REF002514,ORD022279,CUST03202,2026-08-24,2121.88,Processed
REF002515,ORD022349,CUST03212,2026-08-26,772.06,Processed
REF002516,ORD022350,CUST03212,2026-08-24,17691.47,Processed
REF002517,ORD022351,CUST03212,2026-08-13,4734.11,Processed
REF002518,ORD022356,CUST03212,2026-08-14,649.68,Processed
REF002519,ORD022358,CUST03212,2026-08-31,2639.76,Processed
REF002520,ORD022359,CUST03212,2026-06-19,1581.51,Pending
REF002521,ORD022360,CUST03212,2026-08-13,1215.43,Processed
REF002522,ORD022365,CUST03213,2026-04-30,1119.38,Pending
REF002523,ORD022367,CUST03213,2026-01-29,1275.96,Declined
REF002524,ORD022374,CUST03215,2026-08-20,522.11,Processed
