order_id,customer_id,order_date,order_amount,category,payment_method,delivery_status
ORD016239,CUST02343,2026-05-29,997.07,Accessories,Net Banking,Delivered
ORD016240,CUST02343,2026-05-16,1761.95,Beauty,Wallet,Returned to Seller
ORD016241,CUST02343,2026-02-27,2613.31,Footwear,COD,Delivered
ORD016242,CUST02343,2026-08-06,2773.16,Sports,UPI,Delivered
ORD016243,CUST02343,2026-02-08,3438.02,Sports,Debit Card,Delivered
ORD016244,CUST02343,2026-07-16,1142.08,Clothing,Net Banking,Delivered
ORD016245,CUST02344,2026-02-21,20418.51,Electronics,UPI,Cancelled
ORD016246,CUST02344,2026-02-25,4157.7,Footwear,Credit Card,Delivered
ORD016247,CUST02344,2026-06-04,868.38,Beauty,Credit Card,Delivered
ORD016248,CUST02344,2026-05-09,2822.08,Sports,Credit Card,Delivered
ORD016249,CUST02344,2026-05-07,4745.02,Home & Kitchen,Debit Card,Delivered
ORD016250,CUST02344,2026-05-16,1228.38,Accessories,Wallet,Delivered
ORD016251,CUST02344,2026-06-11,16826.24,Electronics,UPI,Delivered
ORD016252,CUST02345,2026-05-07,3369.69,Clothing,UPI,Delivered
ORD016253,CUST02345,2026-03-08,1000.01,Accessories,UPI,Delivered
ORD016254,CUST02345,2026-08-07,1459.43,Clothing,Debit Card,Delivered
ORD016255,CUST02345,2026-06-17,1045.69,Books,Credit Card,Delivered
ORD016256,CUST02345,2026-05-14,11762.2,Electronics,COD,Delivered
ORD016257,CUST02345,2026-04-18,1532.62,Clothing,COD,Delivered
ORD016258,CUST02346,2026-07-12,3561.82,Footwear,Net Banking,Delivered
ORD016259,CUST02346,2026-08-16,1172.28,Sports,COD,Delivered
ORD016260,CUST02346,2026-07-22,1975.65,Clothing,UPI,Delivered
ORD016261,CUST02346,2026-01-19,16090.89,Electronics,UPI,Delivered
ORD016262,CUST02346,2026-05-31,975.83,Clothing,Debit Card,Delivered
ORD016263,CUST02347,2026-04-22,1346.82,Accessories,Credit Card,Delivered
ORD016264,CUST02347,2026-08-31,3290.67,Sports,Net Banking,Delivered
ORD016265,CUST02347,2026-06-11,4975.81,Clothing,UPI,Delivered
ORD016266,CUST02347,2026-04-19,1598.65,Clothing,UPI,Delivered
ORD016267,CUST02348,2026-02-04,28471.43,Electronics,COD,Delivered
ORD016268,CUST02348,2026-01-12,2033.76,Sports,UPI,Delivered
ORD016269,CUST02348,2026-04-14,2476.43,Clothing,Debit Card,Delivered
ORD016270,CUST02348,2026-01-28,2904.69,Footwear,UPI,Delivered
ORD016271,CUST02349,2026-01-13,854.13,Books,Credit Card,Delivered
ORD016272,CUST02349,2026-07-21,1987.84,Clothing,COD,Delivered
ORD016273,CUST02349,2026-06-13,15370.82,Electronics,Debit Card,Delivered
ORD016274,CUST02349,2026-08-02,12000.0,Home & Kitchen,Debit Card,Delivered
ORD016275,CUST02350,2026-08-15,31907.74,Electronics,Debit Card,Delivered
ORD016276,CUST02350,2026-08-15,1471.49,Accessories,Credit Card,Delivered
ORD016277,CUST02350,2026-08-21,5906.77,Home & Kitchen,Wallet,Delivered
ORD016278,CUST02350,2026-08-13,2583.59,Home & Kitchen,UPI,Delivered
ORD016279,CUST02350,2026-08-12,29527.25,Electronics,Debit Card,Delivered
ORD016280,CUST02350,2026-08-19,9558.66,Electronics,Credit Card,Delivered
ORD016281,CUST02350,2026-08-17,1331.83,Beauty,UPI,Delivered
ORD016282,CUST02350,2026-08-07,2518.82,Clothing,UPI,Delivered
ORD016283,CUST02350,2026-08-18,13119.56,Electronics,Wallet,Delivered
ORD016284,CUST02350,2026-08-16,757.25,Beauty,UPI,Delivered
ORD016285,CUST02350,2026-08-31,1906.9,Clothing,Debit Card,In Transit
ORD016286,CUST02351,2026-06-11,19383.53,Electronics,UPI,Delivered
ORD016287,CUST02351,2026-07-31,1734.69,Clothing,Credit Card,Delivered
ORD016288,CUST02351,2026-06-16,3497.09,Clothing,Credit Card,Delivered
ORD016289,CUST02351,2026-06-11,2108.24,Clothing,Debit Card,Delivered
ORD016290,CUST02352,2026-08-02,2182.58,Accessories,Wallet,Returned to Seller
ORD016291,CUST02352,2026-08-04,1614.5,Clothing,Wallet,Delivered
ORD016292,CUST02352,2026-08-05,3021.18,Clothing,UPI,Delivered
ORD016293,CUST02352,2026-08-02,1994.2,Accessories,UPI,Delivered
ORD016294,CUST02352,2026-08-07,1535.4,Accessories,Credit Card,Delivered
ORD016295,CUST02352,2026-08-30,22429.47,Electronics,Credit Card,Delivered
ORD016296,CUST02352,2026-08-20,2349.43,Clothing,Wallet,Delivered
ORD016297,CUST02352,2026-08-03,14855.32,Electronics,Wallet,Delivered
ORD016298,CUST02352,2026-08-03,2969.53,Home & Kitchen,Credit Card,Delivered
ORD016299,CUST02353,2026-06-09,892.03,Accessories,UPI,Delivered
ORD016300,CUST02353,2026-04-09,5112.89,Clothing,UPI,Delivered
ORD016301,CUST02353,2026-07-07,4209.22,Footwear,Debit Card,Delivered
ORD016302,CUST02353,2026-07-16,3998.96,Footwear,UPI,Delivered
ORD016303,CUST02353,2026-06-12,13185.15,Electronics,UPI,Delivered
ORD016304,CUST02353,2026-08-31,22146.38,Electronics,Net Banking,Delivered
ORD016305,CUST02353,2026-05-05,4509.98,Home & Kitchen,Debit Card,Delivered
ORD016306,CUST02354,2026-02-04,3382.64,Sports,UPI,Delivered
ORD016307,CUST02354,2026-06-17,1764.46,Footwear,UPI,Delivered
ORD016308,CUST02354,2026-05-04,1351.16,Accessories,COD,Delivered
ORD016309,CUST02354,2026-08-17,1282.12,Accessories,Wallet,Delivered
ORD016310,CUST02355,2026-06-15,2446.32,Footwear,Net Banking,Delivered
ORD016311,CUST02355,2026-08-09,10386.42,Electronics,COD,Delivered
ORD016312,CUST02355,2026-05-08,1801.91,Clothing,Debit Card,Delivered
ORD016313,CUST02355,2026-06-21,26560.02,Electronics,Credit Card,Delivered
ORD016314,CUST02355,2026-07-03,4420.38,Footwear,Net Banking,Delivered
ORD016315,CUST02355,2026-07-22,1833.98,Footwear,COD,Delivered
ORD016316,CUST02355,2026-05-14,29651.86,Electronics,UPI,Delivered
ORD016317,CUST02355,2026-07-17,896.0,Accessories,UPI,Delivered
ORD016318,CUST02355,2026-04-16,2586.58,Beauty,COD,Delivered
ORD016319,CUST02355,2026-08-12,2719.82,Accessories,UPI,Cancelled
ORD016320,CUST02355,2026-04-14,29216.86,Electronics,COD,Delivered
ORD016321,CUST02356,2026-06-24,1780.59,Beauty,UPI,Delivered
ORD016322,CUST02356,2026-08-28,878.01,Accessories,Debit Card,Delivered
ORD016323,CUST02356,2026-07-22,3977.35,Home & Kitchen,Debit Card,In Transit
ORD016324,CUST02356,2026-06-21,1313.72,Beauty,Debit Card,Delivered
ORD016325,CUST02356,2026-01-01,680.72,Clothing,Debit Card,Delivered
ORD016326,CUST02356,2026-01-26,1883.44,Home & Kitchen,Credit Card,Delivered
ORD016327,CUST02357,2026-07-09,10105.22,Electronics,Net Banking,Delivered
ORD016328,CUST02357,2026-05-15,21742.53,Electronics,UPI,Delivered
ORD016329,CUST02357,2026-04-01,1285.89,Clothing,UPI,Delivered
ORD016330,CUST02357,2026-01-18,33389.03,Electronics,COD,Delivered
ORD016331,CUST02357,2026-02-07,1785.72,Accessories,Net Banking,Delivered
ORD016332,CUST02357,2026-05-06,2467.31,Home & Kitchen,Debit Card,Returned to Seller
ORD016333,CUST02357,2026-01-12,1595.19,Home & Kitchen,COD,Delivered
ORD016334,CUST02357,2026-05-11,2303.47,Home & Kitchen,Debit Card,Delivered
ORD016335,CUST02357,2026-01-15,1822.4,Clothing,Wallet,Delivered
ORD016336,CUST02357,2026-04-10,2662.82,Footwear,Credit Card,Delivered
ORD016337,CUST02357,2026-04-04,1047.2,Books,UPI,Delivered
ORD016338,CUST02357,2026-07-04,1553.5,Sports,Net Banking,Delivered
ORD016339,CUST02357,2026-04-24,3698.99,Home & Kitchen,Net Banking,Delivered
ORD016340,CUST02357,2026-07-31,2874.81,Footwear,Debit Card,Delivered
ORD016341,CUST02357,2026-01-17,4619.3,Sports,Debit Card,Delivered
ORD016342,CUST02358,2026-08-12,3896.32,Accessories,Credit Card,Cancelled
ORD016343,CUST02358,2026-08-08,1111.96,Accessories,UPI,Returned to Seller
ORD016344,CUST02358,2026-06-16,4470.86,Sports,UPI,Delivered
ORD016345,CUST02358,2026-07-03,988.89,Clothing,COD,In Transit
ORD016346,CUST02358,2026-06-16,10663.99,Electronics,Debit Card,Delivered
ORD016347,CUST02358,2026-08-28,1589.55,Sports,Wallet,Delivered
ORD016348,CUST02358,2026-06-24,31745.95,Electronics,COD,Delivered
ORD016349,CUST02358,2026-08-02,35324.76,Electronics,Debit Card,Returned to Seller
ORD016350,CUST02358,2026-05-22,9216.24,Electronics,UPI,Delivered
ORD016351,CUST02358,2026-06-23,2585.79,Footwear,Debit Card,Delivered
ORD016352,CUST02358,2026-07-05,1615.88,Sports,Debit Card,Delivered
ORD016353,CUST02358,2026-07-20,35778.54,Electronics,COD,Delivered
ORD016354,CUST02358,2026-08-27,28609.37,Electronics,Credit Card,Delivered
ORD016355,CUST02358,2026-05-31,17274.59,Electronics,Net Banking,Delivered
ORD016356,CUST02358,2026-08-09,1550.62,Footwear,Debit Card,Delivered
ORD016357,CUST02358,2026-05-20,662.12,Beauty,UPI,Cancelled
ORD016358,CUST02358,2026-06-21,7128.06,Electronics,COD,Delivered
ORD016359,CUST02358,2026-06-06,3057.75,Footwear,COD,Delivered
ORD016360,CUST02358,2026-08-15,1691.78,Clothing,Wallet,Delivered
ORD016361,CUST02358,2026-05-07,16403.31,Electronics,Debit Card,Cancelled
ORD016362,CUST02358,2026-06-09,12622.33,Electronics,UPI,Delivered
ORD016363,CUST02358,2026-05-02,32054.25,Electronics,COD,Cancelled
ORD016364,CUST02358,2026-07-07,13662.36,Electronics,Debit Card,Delivered
ORD016365,CUST02358,2026-08-30,12412.95,Electronics,Wallet,In Transit
ORD016366,CUST02358,2026-07-11,2822.47,Beauty,COD,Delivered
ORD016367,CUST02359,2026-06-03,1860.92,Sports,COD,Delivered
ORD016368,CUST02359,2026-07-01,1934.6,Sports,Debit Card,Delivered
ORD016369,CUST02359,2026-06-28,3869.46,Footwear,Debit Card,Delivered
ORD016370,CUST02360,2026-07-22,5426.85,Clothing,Credit Card,Delivered
ORD016371,CUST02360,2026-04-02,170.97,Books,Wallet,Delivered
ORD016372,CUST02360,2026-02-01,27371.09,Electronics,UPI,Delivered
ORD016373,CUST02361,2026-06-04,2811.67,Sports,COD,Delivered
ORD016374,CUST02361,2026-01-30,3330.73,Clothing,UPI,Delivered
ORD016375,CUST02361,2026-08-20,5926.54,Footwear,Credit Card,Delivered
ORD016376,CUST02361,2026-06-23,2121.09,Clothing,UPI,Delivered
ORD016377,CUST02361,2026-06-22,3571.95,Sports,Credit Card,Cancelled
ORD016378,CUST02361,2026-02-19,976.12,Beauty,Credit Card,Delivered
ORD016379,CUST02361,2026-07-09,946.92,Accessories,Credit Card,Delivered
ORD016380,CUST02361,2026-03-24,1895.6,Home & Kitchen,Debit Card,Delivered
ORD016381,CUST02362,2026-06-03,2067.53,Clothing,COD,Delivered
ORD016382,CUST02362,2026-04-01,3086.73,Clothing,Wallet,Delivered
ORD016383,CUST02362,2026-03-15,6619.62,Home & Kitchen,UPI,Delivered
ORD016384,CUST02362,2026-08-11,762.07,Books,Credit Card,Delivered
ORD016385,CUST02362,2026-03-29,738.91,Beauty,UPI,Delivered
ORD016386,CUST02363,2026-02-21,7404.59,Footwear,Debit Card,Delivered
ORD016387,CUST02363,2026-04-27,18906.72,Electronics,UPI,Delivered
ORD016388,CUST02363,2026-03-21,2551.69,Home & Kitchen,UPI,Cancelled
ORD016389,CUST02363,2026-05-16,592.43,Beauty,UPI,Delivered
ORD016390,CUST02363,2026-08-16,511.65,Accessories,UPI,Delivered
ORD016391,CUST02363,2026-07-06,26741.13,Electronics,UPI,Delivered
ORD016392,CUST02364,2026-06-21,2226.07,Clothing,Credit Card,Delivered
ORD016393,CUST02364,2026-08-21,5396.59,Footwear,Wallet,Delivered
ORD016394,CUST02364,2026-05-10,2163.86,Accessories,Debit Card,Delivered
ORD016395,CUST02364,2026-08-11,3606.85,Footwear,UPI,Returned to Seller
ORD016396,CUST02364,2026-07-22,11022.55,Electronics,UPI,Delivered
ORD016397,CUST02364,2026-04-24,2080.97,Clothing,UPI,Delivered
ORD016398,CUST02365,2026-06-05,2535.06,Accessories,Net Banking,Delivered
ORD016399,CUST02365,2026-07-25,1117.39,Clothing,Credit Card,Delivered
ORD016400,CUST02365,2026-05-21,2394.89,Clothing,COD,Delivered
ORD016401,CUST02365,2026-06-21,27893.53,Electronics,Net Banking,Delivered
ORD016402,CUST02365,2026-08-21,22094.08,Electronics,Wallet,Cancelled
ORD016403,CUST02366,2026-05-13,11712.28,Electronics,Net Banking,Delivered
ORD016404,CUST02366,2026-05-26,649.57,Books,Credit Card,Delivered
ORD016405,CUST02366,2026-06-07,424.62,Books,Wallet,Delivered
ORD016406,CUST02367,2026-08-20,6828.47,Home & Kitchen,COD,Delivered
ORD016407,CUST02367,2026-03-18,453.61,Books,Credit Card,Delivered
ORD016408,CUST02367,2026-01-11,5090.7,Clothing,Debit Card,Delivered
ORD016409,CUST02367,2026-04-17,4428.57,Home & Kitchen,UPI,Delivered
ORD016410,CUST02367,2026-05-15,1451.99,Accessories,UPI,Delivered
ORD016411,CUST02367,2026-06-08,1111.59,Clothing,Debit Card,Delivered
ORD016412,CUST02367,2026-01-19,7838.35,Sports,COD,Delivered
ORD016413,CUST02368,2026-08-20,11223.34,Electronics,UPI,Delivered
ORD016414,CUST02368,2026-06-17,3513.07,Home & Kitchen,UPI,Cancelled
ORD016415,CUST02368,2026-05-31,14232.37,Electronics,Debit Card,Delivered
ORD016416,CUST02368,2026-02-17,2044.67,Accessories,UPI,Returned to Seller
ORD016417,CUST02368,2026-01-21,7849.8,Electronics,Credit Card,Delivered
ORD016418,CUST02368,2026-02-17,2917.45,Sports,UPI,Returned to Seller
ORD016419,CUST02369,2026-01-23,4688.54,Home & Kitchen,Net Banking,Delivered
ORD016420,CUST02369,2026-01-01,1677.53,Clothing,Credit Card,Delivered
ORD016421,CUST02369,2026-01-28,1310.67,Accessories,UPI,Delivered
ORD016422,CUST02369,2026-05-27,2961.76,Footwear,COD,Delivered
ORD016423,CUST02369,2026-07-09,1346.35,Beauty,Credit Card,Delivered
ORD016424,CUST02369,2026-07-10,14813.24,Electronics,Debit Card,Delivered
ORD016425,CUST02370,2026-02-26,18534.17,Electronics,Credit Card,Delivered
ORD016426,CUST02370,2026-04-11,3020.94,Footwear,Credit Card,Cancelled
ORD016427,CUST02370,2026-01-03,1406.02,Clothing,Credit Card,Delivered
ORD016428,CUST02371,2026-04-01,2968.86,Footwear,UPI,Delivered
ORD016429,CUST02371,2026-02-05,505.05,Books,Net Banking,Delivered
ORD016430,CUST02371,2026-05-02,4847.64,Sports,UPI,Delivered
ORD016431,CUST02372,2026-06-14,2123.71,Accessories,Credit Card,Delivered
ORD016432,CUST02372,2026-07-22,3190.01,Home & Kitchen,Net Banking,Delivered
ORD016433,CUST02372,2026-04-26,3884.13,Home & Kitchen,Credit Card,Delivered
ORD016434,CUST02372,2026-08-23,1604.85,Clothing,UPI,Returned to Seller
ORD016435,CUST02372,2026-06-29,781.26,Books,Wallet,Delivered
ORD016436,CUST02372,2026-07-31,1698.58,Clothing,Credit Card,Delivered
ORD016437,CUST02372,2026-07-05,1206.09,Accessories,Credit Card,Delivered
ORD016438,CUST02372,2026-07-11,2925.63,Sports,Net Banking,Delivered
ORD016439,CUST02373,2026-08-07,2993.48,Footwear,Credit Card,Cancelled
ORD016440,CUST02373,2026-08-26,1073.59,Accessories,UPI,In Transit
ORD016441,CUST02373,2026-08-31,1340.55,Books,Wallet,Delivered
ORD016442,CUST02373,2026-08-31,15923.12,Electronics,UPI,In Transit
ORD016443,CUST02373,2026-08-28,28250.38,Electronics,COD,Delivered
ORD016444,CUST02373,2026-08-23,1643.74,Clothing,Credit Card,Delivered
ORD016445,CUST02373,2026-08-10,26813.66,Electronics,UPI,Delivered
ORD016446,CUST02373,2026-08-12,2210.14,Clothing,COD,Delivered
ORD016447,CUST02373,2026-08-27,9091.74,Home & Kitchen,COD,Delivered
ORD016448,CUST02373,2026-08-20,3998.17,Sports,Debit Card,Delivered
ORD016449,CUST02373,2026-08-27,1117.21,Clothing,Wallet,Delivered
ORD016450,CUST02373,2026-08-29,2178.45,Accessories,Wallet,In Transit
ORD016451,CUST02373,2026-08-23,31653.67,Electronics,Credit Card,Delivered
ORD016452,CUST02373,2026-08-31,520.7,Clothing,COD,Cancelled
ORD016453,CUST02373,2026-08-07,13466.81,Electronics,Debit Card,Delivered
ORD016454,CUST02374,2026-06-03,5366.98,Home & Kitchen,COD,Delivered
ORD016455,CUST02374,2026-01-15,1291.32,Beauty,Net Banking,Delivered
ORD016456,CUST02374,2026-03-26,17791.57,Electronics,UPI,Delivered
ORD016457,CUST02374,2026-07-16,812.61,Accessories,COD,Delivered
ORD016458,CUST02374,2026-04-25,1554.3,Beauty,Net Banking,Delivered
ORD016459,CUST02375,2026-04-17,2547.03,Accessories,Credit Card,Delivered
ORD016460,CUST02375,2026-03-05,781.65,Books,Credit Card,Delivered
ORD016461,CUST02375,2026-02-21,1887.29,Clothing,COD,Delivered
ORD016462,CUST02375,2026-05-21,2221.85,Clothing,COD,Delivered
ORD016463,CUST02375,2026-07-02,1248.84,Beauty,Debit Card,Delivered
ORD016464,CUST02375,2026-02-08,1129.01,Accessories,UPI,Delivered
ORD016465,CUST02375,2026-04-16,1058.94,Clothing,Wallet,Delivered
ORD016466,CUST02375,2026-06-20,3215.01,Home & Kitchen,Credit Card,Delivered
ORD016467,CUST02376,2026-08-27,3969.01,Home & Kitchen,Credit Card,Delivered
ORD016468,CUST02376,2026-07-16,1095.84,Beauty,Net Banking,Delivered
ORD016469,CUST02376,2026-06-03,1010.68,Books,UPI,Delivered
ORD016470,CUST02376,2026-07-08,1813.38,Footwear,Credit Card,Delivered
ORD016471,CUST02376,2026-06-26,2860.03,Sports,Debit Card,Delivered
ORD016472,CUST02376,2026-08-26,2499.34,Beauty,Debit Card,Cancelled
ORD016473,CUST02376,2026-08-14,1764.39,Clothing,Wallet,Delivered
ORD016474,CUST02377,2026-07-16,3627.53,Footwear,Debit Card,Delivered
ORD016475,CUST02377,2026-05-21,2625.6,Clothing,Credit Card,Delivered
ORD016476,CUST02377,2026-05-17,1295.97,Footwear,UPI,Delivered
ORD016477,CUST02377,2026-06-21,1006.39,Footwear,UPI,Delivered
ORD016478,CUST02377,2026-02-20,3064.47,Clothing,Debit Card,Delivered
ORD016479,CUST02377,2026-07-05,18828.1,Electronics,UPI,Delivered
ORD016480,CUST02377,2026-03-08,7393.62,Footwear,COD,Returned to Seller
ORD016481,CUST02378,2026-06-27,383.77,Books,UPI,In Transit
ORD016482,CUST02378,2026-02-24,1894.15,Clothing,UPI,Delivered
ORD016483,CUST02378,2026-08-03,3338.79,Sports,Credit Card,Delivered
ORD016484,CUST02378,2026-04-05,1306.35,Footwear,UPI,Delivered
ORD016485,CUST02379,2026-08-04,2070.47,Clothing,COD,Delivered
ORD016486,CUST02379,2026-06-25,2084.9,Clothing,UPI,Delivered
ORD016487,CUST02379,2026-06-02,21169.63,Electronics,Credit Card,Delivered
ORD016488,CUST02379,2026-02-27,2194.09,Footwear,UPI,Returned to Seller
ORD016489,CUST02379,2026-02-25,968.93,Books,Credit Card,Delivered
ORD016490,CUST02379,2026-05-04,540.83,Books,Credit Card,Delivered
ORD016491,CUST02380,2026-04-11,5774.85,Electronics,Net Banking,Delivered
ORD016492,CUST02380,2026-03-14,1512.86,Clothing,Credit Card,Delivered
ORD016493,CUST02380,2026-05-09,2749.6,Clothing,Net Banking,Delivered
ORD016494,CUST02380,2026-07-05,3536.31,Home & Kitchen,Credit Card,Delivered
ORD016495,CUST02381,2026-01-06,2471.54,Sports,Credit Card,Delivered
ORD016496,CUST02381,2026-02-05,2697.75,Home & Kitchen,Credit Card,Delivered
ORD016497,CUST02381,2026-08-05,3464.5,Sports,UPI,Delivered
ORD016498,CUST02381,2026-05-01,1634.18,Accessories,Credit Card,Delivered
ORD016499,CUST02382,2026-08-19,3715.34,Footwear,Credit Card,Delivered
ORD016500,CUST02382,2026-05-24,410.61,Books,UPI,Delivered
ORD016501,CUST02382,2026-03-02,3235.7,Sports,COD,Delivered
ORD016502,CUST02382,2026-01-10,2935.7,Footwear,Debit Card,Delivered
ORD016503,CUST02383,2026-07-29,736.64,Beauty,UPI,Delivered
ORD016504,CUST02383,2026-07-09,1434.46,Clothing,COD,Cancelled
ORD016505,CUST02383,2026-06-29,9967.83,Electronics,COD,Delivered
ORD016506,CUST02383,2026-06-02,30138.99,Electronics,UPI,Delivered
ORD016507,CUST02384,2026-06-13,1175.72,Clothing,COD,Delivered
ORD016508,CUST02384,2026-01-25,3580.15,Home & Kitchen,UPI,Delivered
ORD016509,CUST02384,2026-03-11,23139.86,Electronics,Credit Card,Cancelled
ORD016510,CUST02384,2026-08-30,13819.84,Electronics,UPI,Delivered
ORD016511,CUST02385,2026-03-01,1275.17,Clothing,Debit Card,Cancelled
ORD016512,CUST02385,2026-01-05,1676.08,Clothing,UPI,Delivered
ORD016513,CUST02385,2026-06-18,1575.92,Clothing,UPI,Delivered
ORD016514,CUST02386,2026-08-07,2324.78,Footwear,UPI,Delivered
ORD016515,CUST02386,2026-03-11,10396.23,Electronics,COD,Delivered
ORD016516,CUST02386,2026-01-03,20548.4,Electronics,UPI,Delivered
ORD016517,CUST02386,2026-06-30,2744.9,Home & Kitchen,Debit Card,Delivered
ORD016518,CUST02386,2026-05-25,17733.11,Electronics,UPI,Cancelled
ORD016519,CUST02386,2026-07-29,2059.76,Sports,Debit Card,Delivered
ORD016520,CUST02387,2026-06-03,21130.38,Electronics,UPI,Delivered
ORD016521,CUST02387,2026-04-09,8582.12,Electronics,Debit Card,Delivered
ORD016522,CUST02387,2026-04-26,844.1,Clothing,UPI,Delivered
ORD016523,CUST02388,2026-05-22,756.09,Books,Debit Card,Delivered
ORD016524,CUST02388,2026-02-07,6331.47,Footwear,COD,Delivered
ORD016525,CUST02388,2026-01-15,29272.28,Electronics,COD,Delivered
ORD016526,CUST02388,2026-03-05,2526.82,Accessories,Net Banking,Delivered
ORD016527,CUST02388,2026-06-21,6552.74,Home & Kitchen,Credit Card,Delivered
ORD016528,CUST02389,2026-07-27,905.6,Accessories,Debit Card,Delivered
ORD016529,CUST02389,2026-06-24,719.22,Accessories,Credit Card,Delivered
ORD016530,CUST02389,2026-08-13,14301.9,Electronics,UPI,Delivered
ORD016531,CUST02389,2026-06-06,10693.97,Electronics,Credit Card,Delivered
ORD016532,CUST02389,2026-06-04,1795.64,Beauty,COD,Delivered
ORD016533,CUST02389,2026-07-29,2063.71,Clothing,UPI,Delivered
ORD016534,CUST02389,2026-06-18,1820.17,Clothing,Credit Card,Cancelled
ORD016535,CUST02389,2026-08-15,4105.7,Home & Kitchen,UPI,Delivered
ORD016536,CUST02390,2026-03-04,4000.0,Beauty,Credit Card,Delivered
ORD016537,CUST02390,2026-08-04,24355.38,Electronics,Debit Card,Delivered
ORD016538,CUST02390,2026-02-01,19548.58,Electronics,Credit Card,Delivered
ORD016539,CUST02390,2026-08-26,6574.53,Home & Kitchen,Credit Card,In Transit
ORD016540,CUST02390,2026-05-18,3515.1,Footwear,COD,Delivered
ORD016541,CUST02390,2026-03-28,1666.1,Accessories,UPI,Delivered
ORD016542,CUST02391,2026-08-17,615.38,Clothing,COD,Delivered
ORD016543,CUST02391,2026-06-18,2124.08,Clothing,Debit Card,Delivered
ORD016544,CUST02391,2026-08-12,2656.47,Footwear,COD,Delivered
ORD016545,CUST02391,2026-05-20,1226.73,Sports,Debit Card,Delivered
ORD016546,CUST02391,2026-08-30,4078.66,Clothing,UPI,In Transit
ORD016547,CUST02391,2026-06-09,727.65,Accessories,Debit Card,Delivered
ORD016548,CUST02392,2026-07-16,3950.57,Footwear,COD,Delivered
ORD016549,CUST02392,2026-05-11,2594.25,Clothing,Debit Card,Delivered
ORD016550,CUST02392,2026-06-19,6690.55,Home & Kitchen,UPI,Delivered
ORD016551,CUST02392,2026-05-12,763.66,Beauty,Debit Card,Delivered
ORD016552,CUST02392,2026-05-03,894.92,Beauty,Debit Card,Delivered
ORD016553,CUST02392,2026-04-22,2497.05,Clothing,Credit Card,Delivered
ORD016554,CUST02392,2026-07-11,1061.64,Books,UPI,Delivered
ORD016555,CUST02392,2026-07-19,2590.45,Sports,UPI,Delivered
ORD016556,CUST02392,2026-04-26,17817.12,Electronics,Debit Card,Delivered
ORD016557,CUST02393,2026-04-19,15463.91,Electronics,Debit Card,Cancelled
ORD016558,CUST02393,2026-05-07,1257.07,Beauty,UPI,Delivered
ORD016559,CUST02393,2026-08-20,2852.65,Footwear,Debit Card,Delivered
ORD016560,CUST02394,2026-03-11,1938.46,Clothing,Credit Card,Delivered
ORD016561,CUST02394,2026-07-08,4470.28,Clothing,Credit Card,Delivered
ORD016562,CUST02394,2026-06-30,2341.78,Home & Kitchen,Debit Card,Delivered
ORD016563,CUST02394,2026-07-10,1388.79,Clothing,UPI,Delivered
ORD016564,CUST02395,2026-08-05,2524.8,Clothing,UPI,Delivered
ORD016565,CUST02395,2026-06-01,1875.79,Beauty,Debit Card,Delivered
ORD016566,CUST02395,2026-04-27,1944.67,Accessories,UPI,Delivered
ORD016567,CUST02395,2026-06-24,6861.14,Electronics,Credit Card,Delivered
ORD016568,CUST02395,2026-04-29,21299.01,Electronics,Credit Card,Delivered
ORD016569,CUST02395,2026-08-25,2367.4,Footwear,Credit Card,Delivered
ORD016570,CUST02395,2026-06-09,2777.82,Sports,Debit Card,Cancelled
ORD016571,CUST02395,2026-06-30,1838.18,Footwear,Debit Card,Delivered
ORD016572,CUST02395,2026-05-24,1475.98,Clothing,Debit Card,Delivered
ORD016573,CUST02395,2026-05-09,1477.46,Clothing,UPI,Delivered
ORD016574,CUST02395,2026-08-07,14931.55,Electronics,UPI,Delivered
ORD016575,CUST02395,2026-04-26,22678.12,Electronics,Credit Card,Delivered
ORD016576,CUST02395,2026-06-19,4198.88,Footwear,COD,Delivered
ORD016577,CUST02395,2026-05-01,1726.34,Clothing,UPI,Delivered
ORD016578,CUST02395,2026-08-25,15771.65,Electronics,Net Banking,Delivered
ORD016579,CUST02395,2026-07-28,29421.21,Electronics,UPI,Delivered
ORD016580,CUST02396,2026-07-08,664.11,Beauty,UPI,Delivered
ORD016581,CUST02396,2026-02-15,767.26,Clothing,Wallet,Delivered
ORD016582,CUST02396,2026-04-12,2433.06,Footwear,Credit Card,Delivered
ORD016583,CUST02396,2026-07-06,1701.59,Home & Kitchen,Credit Card,Cancelled
ORD016584,CUST02396,2026-08-24,1303.71,Accessories,UPI,Delivered
ORD016585,CUST02396,2026-02-02,2603.15,Footwear,UPI,Delivered
ORD016586,CUST02396,2026-06-22,1112.79,Beauty,Net Banking,Delivered
ORD016587,CUST02397,2026-07-05,3778.38,Home & Kitchen,COD,Delivered
ORD016588,CUST02397,2026-08-08,21218.5,Electronics,COD,Delivered
ORD016589,CUST02397,2026-04-01,689.37,Clothing,Credit Card,Delivered
ORD016590,CUST02397,2026-07-10,9597.99,Electronics,Debit Card,Delivered
ORD016591,CUST02397,2026-04-15,1921.28,Beauty,Credit Card,Delivered
ORD016592,CUST02397,2026-07-19,4255.31,Sports,UPI,Delivered
ORD016593,CUST02397,2026-04-28,6990.89,Home & Kitchen,UPI,Cancelled
ORD016594,CUST02397,2026-06-15,531.54,Accessories,UPI,Returned to Seller
